Date,open,high,low,close,volume,dividends,stock_splits,price_change_$,price_change_%,price_swing,volume_change,volume_change_%,price_change_binary
1993-02-01,26.098204871355478,26.26514434814453,26.098204871355478,26.26514434814453,480500,0.0,0,0.18548583984375,0.7112280238819558,0.16693947678905374,-522700.0,-52.10326953748007,1.0
1993-02-02,26.246586410490202,26.33933053208204,26.1909399375351,26.320781707763672,201300,0.0,0,0.055637359619140625,0.21182963581569297,0.14839059454694237,-279200.0,-58.10613943808532,1.0
1993-02-03,26.35787956418685,26.617563106691154,26.339330739722257,26.599014282226562,529400,0.0,0,0.2782325744628906,1.0570832490921884,0.2782323669688971,328100.0,162.99056135121708,1.0
1993-02-04,26.69176306194729,26.76595837275187,26.394981818728976,26.710311889648438,531500,0.0,0,0.111297607421875,0.41842756367195144,0.37097655402289575,2100.0,0.3966754816773706,1.0
1993-02-05,26.691770553588867,26.747417052310734,26.543379890330556,26.691770553588867,492100,0.0,0,-0.018541336059570312,-0.06941639669417711,0.20403716198017818,-39400.0,-7.412982126058326,0.0
1993-02-08,26.691770553588867,26.784514718125312,26.65467288777429,26.691770553588867,596100,0.0,0,0.0,0.0,0.12984183035102248,104000.0,21.133915870757978,0.0
1993-02-09,26.599007832745393,26.599007832745393,26.450617273009016,26.506263732910156,122100,0.0,0,-0.18550682067871094,-0.6949963109650981,0.14839055973637727,-474000.0,-79.51685958731757,0.0
1993-02-10,26.506279260940605,26.561925753440832,26.432083937606972,26.543376922607422,379600,0.0,0,0.037113189697265625,0.14001667708144744,0.1298418158338599,257500.0,210.8927108927109,1.0
1993-02-11,26.58046601975909,26.78450309318362,26.58046601975909,26.67321014404297,19500,0.0,0,0.12983322143554688,0.4891360350045205,0.20403707342453004,-360100.0,-94.86301369863014,1.0
1993-02-12,26.636122454273675,26.636122454273675,26.46918296813965,26.46918296813965,42500,0.0,0,-0.2040271759033203,-0.7649142146802547,0.16693948613402654,23000.0,117.94871794871796,0.0
1993-02-16,26.39498271846154,26.39498271846154,25.764322555125144,25.801420211791992,374800,0.0,0,-0.6677627563476562,-2.5227932314776282,0.6306601633363975,332300.0,781.8823529411765,0.0
1993-02-17,25.801425800735142,25.838523465437852,25.690132806627012,25.78287696838379,210900,0.0,0,-0.018543243408203125,-0.07186908029089162,0.14839065881083968,-163900.0,-43.72998932764141,0.0
1993-02-18,26.07965042850283,26.07965042850283,25.411892665041876,25.764320373535156,378100,0.0,0,-0.018556594848632812,-0.07197255322355145,0.6677577634609548,167200.0,79.27927927927928,0.0
1993-02-19,25.764317263489644,25.8570613861084,25.727219614442145,25.8570613861084,34900,0.0,0,0.09274101257324219,0.35995908771769813,0.12984177166625344,-343200.0,-90.76963766199418,1.0
1993-02-22,25.93125357638094,25.986900043283043,25.857058287178134,25.94980239868164,513600,0.0,0,0.09274101257324219,0.3586680295505928,0.12984175610490922,478700.0,1371.6332378223497,1.0
1993-02-23,26.024005200900405,26.042554028556072,25.801419269032404,25.93126106262207,373700,0.0,0,-0.018541336059570312,-0.07145077937284136,0.2411347595236677,-139900.0,-27.23909657320872,0.0
1993-02-24,25.94981422532076,26.26514434814453,25.94981422532076,26.26514434814453,26300,0.0,0,0.33388328552246094,1.2875705686513186,0.31533012282377015,-347400.0,-92.96226919989297,1.0
1993-02-25,26.246586410490202,26.33933053208204,26.1909399375351,26.320781707763672,44500,0.0,0,0.055637359619140625,0.21182963581569297,0.14839059454694237,18200.0,69.20152091254754,1.0
1993-02-26,26.37644182402512,26.37644182402512,26.22805115272259,26.357892990112305,66200,0.0,0,0.03711128234863281,0.14099612526966224,0.1483906713025327,21700.0,48.764044943820224,1.0
1993-03-01,26.450627032854058,26.450627032854058,26.24658993793022,26.283687591552734,66500,0.0,0,-0.07420539855957031,-0.28153008507700955,0.20403709492383726,300.0,0.4531722054380665,0.0
1993-03-02,26.30223364690746,26.67321014404297,26.26513599719391,26.67321014404297,182400,0.0,0,0.3895225524902344,1.4819935411780738,0.40807414684906007,115900.0,174.28571428571428,1.0
1993-03-03,26.71032194945951,26.80306612289513,26.673224280085257,26.784517288208008,280100,0.0,0,0.11130714416503906,0.4172993935261209,0.1298418428098742,97700.0,53.56359649122807,1.0
1993-03-04,26.82160430100635,26.82160430100635,26.63611602783203,26.63611602783203,89500,0.0,0,-0.14840126037597656,-0.5540561316791429,0.18548827317431815,-190600.0,-68.04712602641914,0.0
1993-03-05,26.67320355090349,26.78449647253452,26.543361809000622,26.56191062927246,40000,0.0,0,-0.07420539855957031,-0.2785894102654952,0.24113466353389867,-49500.0,-55.3072625698324,0.0
1993-03-08,26.617554165626483,27.15546989440918,26.617554165626483,27.15546989440918,50800,0.0,0,0.5935592651367188,2.2346256390253374,0.5379157287826963,10800.0,27.0,1.0
1993-03-09,27.099845622156156,27.1183944555731,27.00710145507143,27.062747955322266,169300,0.0,0,-0.09272193908691406,-0.3414484796155335,0.1112930005016679,118500.0,233.26771653543307,0.0
1993-03-10,27.062727412838292,27.11837387084961,26.951434496815654,27.11837387084961,194400,0.0,0,0.05562591552734375,0.2055442249219342,0.1669393740339551,25100.0,14.825753101004135,1.0
1993-03-11,27.136924017603995,27.211119298581725,27.007082275892973,27.044179916381836,70900,0.0,0,-0.07419395446777344,-0.2735929330465012,0.2040370226887518,-123500.0,-63.528806584362144,0.0
1993-03-12,26.821614826543417,26.840163661139922,26.59902881138538,26.765968322753906,643600,0.0,0,-0.2782115936279297,-1.0287300058206048,0.24113484975454114,572700.0,807.7574047954865,0.0
1993-03-15,26.747410914980133,26.895801544189453,26.747410914980133,26.895801544189453,310800,0.0,0,0.12983322143554688,0.48506827726152124,0.14839062920932022,-332800.0,-51.709136109384715,1.0
1993-03-16,26.895801544189453,26.969996858794115,26.895801544189453,26.895801544189453,30800,0.0,0,0.0,0.0,0.07419531460466189,-280000.0,-90.09009009009009,0.0
1993-03-17,26.858696899837625,26.858696899837625,26.69175748540493,26.72885513305664,21800,0.0,0,-0.1669464111328125,-0.6207155078034083,0.16693941443269367,-9000.0,-29.22077922077922,0.0
1993-03-18,26.840155058235958,27.007094516096444,26.840155058235958,26.895801544189453,59300,0.0,0,0.1669464111328125,0.6245924500011346,0.16693945786048658,37500.0,172.0183486238532,1.0
1993-03-19,27.00418250979358,27.00418250979358,26.855091094970703,26.855091094970703,66900,0.213,0,-0.04071044921875,-0.15136358420797857,0.1490914148228768,7600.0,12.816188870151771,0.0
1993-03-22,26.59419600945291,26.761923945041612,26.575559572165275,26.70601463317871,183400,0.0,0,-0.1490764617919922,-0.5551143403863207,0.18636437287633711,116500.0,174.1405082212257,0.0
1993-03-23,26.780547820758024,26.79918424930413,26.7246385351197,26.761911392211914,55200,0.0,0,0.055896759033203125,0.20930400810819128,0.07454571418443123,-128200.0,-69.90185387131952,1.0
1993-03-24,26.7246385351197,26.873729963488564,26.59418353529694,26.761911392211914,37200,0.0,0,0.0,0.0,0.279546428191626,-18000.0,-32.608695652173914,0.0
