date,open,high,low,close,volume
6/7/04,113.43,114.81,113.42,114.7,31643800
6/8/04,114.37,114.92,114.17,114.86,32846500
6/9/04,114.51,114.7,113.72,113.79,36737600
6/10/04,114.04,114.35,113.93,114.35,21711000
6/14/04,113.82,113.85,112.87,113.22,34633000
6/15/04,113.9,114.45,113.51,114.02,37445000
6/16/04,114,114.2,113.7,114,26633400
6/17/04,113.85,114.07,113.33,113.83,28402400
6/18/04,113.27,114.22,113.18,113.63,31799800
6/21/04,113.75,114.14,113.13,113.2,25284000
6/22/04,113.13,113.88,112.67,113.77,37334000
6/23/04,113.61,114.84,113.42,114.75,35580000
6/24/04,114.56,114.93,114.26,114.39,35272100
6/25/04,114.41,114.94,113.68,113.84,32837900
6/28/04,114.52,114.61,113.41,113.45,40824500
6/29/04,113.53,114.17,113.42,113.92,28418100
6/30/04,114.07,114.79,113.65,114.53,52230600
7/1/04,114.25,114.4,112.58,112.94,57734700
7/2/04,113.16,113.29,112.6,112.88,34615100
7/6/04,112.37,112.45,111.63,111.89,38698200
7/7/04,111.81,112.57,111.75,112.22,29839800
7/8/04,111.81,112.32,111.2,111.44,45291100
7/9/04,111.72,111.94,111.38,111.73,27412900
7/12/04,111.52,112.04,111,111.78,35691300
7/13/04,111.92,112.02,111.6,111.86,26752000
7/14/04,111.26,112.39,111.12,111.52,54089400
7/15/04,111.74,111.91,110.7,110.8,38403500
7/16/04,111.57,111.67,110.44,110.71,40871200
7/19/04,110.75,110.96,109.99,110.24,39592800
7/20/04,110.53,111.9,110.25,111.64,46679800
7/21/04,111.82,112.06,109.45,109.58,56241100
7/22/04,109.36,110.39,108.77,109.88,72477100
7/23/04,109.62,109.71,108.69,108.96,49610500
7/26/04,109.19,109.43,108.21,108.75,49679100
7/27/04,109.05,110.11,108.97,109.77,51295100
7/28/04,109.55,110.37,108.59,110.1,65862300
7/29/04,110.54,110.87,110,110.57,52200500
7/30/04,110.32,110.9,110.1,110.84,41581700
8/2/04,110.19,111.36,110.05,111.07,38263100
8/3/04,110.93,111.06,110.16,110.21,40948800
8/4/04,109.89,110.75,109.64,110.2,40763200
8/5/04,110.29,110.38,108.27,108.4,50772000
8/6/04,107.63,107.96,106.62,106.85,74729000
8/9/04,107.02,107.48,106.87,107,37476300
8/10/04,107.31,108.41,107.26,108.38,55870600
8/11/04,107.68,108.33,107.1,108.16,52933200
8/12/04,107.68,107.95,106.63,106.98,50015900
8/13/04,107.1,107.35,106.59,107.19,41634700
8/16/04,107.14,108.64,107.1,108.3,45731900
8/17/04,108.75,109.28,108.53,108.91,40701600
8/18/04,108.52,110.17,108.49,110.03,43165400
8/19/04,109.81,110.02,109.18,109.71,39881600
8/20/04,109.61,110.63,109.51,110.48,44870900
8/23/04,110.55,110.77,110.05,110.2,33745100
8/24/04,110.64,110.73,109.85,110.35,30453100
8/25/04,110.33,111.27,109.9,111.1,38551400
8/26/04,110.96,111.31,110.85,111.1,26629500
8/27/04,111.2,111.63,111.05,111.45,24902900
8/30/04,111.22,111.34,110.45,110.53,26726500
8/31/04,110.66,111.16,110.1,111.11,44125300
9/1/04,110.95,111.64,110.48,111.32,52778300
9/2/04,111.24,112.7,111.24,112.58,42736600
9/3/04,112.33,112.82,112.01,112.12,30480500
9/7/04,112.54,113.13,112.32,112.86,37338800
9/8/04,112.62,113.06,112.31,112.58,32963100
9/9/04,112.57,112.88,112.03,112.48,34314800
9/10/04,112.52,113.27,112.08,113.06,27900600
9/13/04,113.31,113.74,113.01,113.43,44398100
9/14/04,113.3,113.69,113.19,113.66,28048900
9/15/04,113.3,113.36,112.68,112.8,38295000
9/16/04,112.85,113.37,112.8,113.14,23911700
9/17/04,112.95,113.36,112.69,113.15,33683000
9/20/04,112.67,112.99,112.28,112.47,37149400
9/21/04,112.75,113.47,112.54,112.96,40920800
9/22/04,112.5,112.52,111.47,111.55,49042100
9/23/04,111.6,111.7,110.95,110.95,44068700
9/24/04,111.17,111.73,111.13,111.46,34981100
9/27/04,111.1,111.2,110.58,110.75,39355100
9/28/04,110.91,111.51,110.41,111.28,41662900
9/29/04,111.21,111.85,111,111.84,33325700
9/30/04,111.55,111.98,111.26,111.76,43536700
10/1/04,112.26,113.65,112.21,113.65,62824300
10/4/04,114.1,114.44,113.8,113.84,33082400
10/5/04,113.85,114.16,113.54,113.9,36910600
10/6/04,113.77,114.68,113.68,114.68,42297800
10/7/04,114.38,114.4,113.36,113.45,39388800
10/8/04,113.15,113.77,112.35,112.51,51872600
10/11/04,112.78,113.02,112.64,112.97,20229100
10/12/04,112.2,112.83,111.94,112.53,41754700
10/13/04,113,113.07,111.32,111.54,54212600
10/14/04,111.68,111.93,110.58,110.64,64082200
10/15/04,111.02,111.74,110.57,111.26,63482200
10/18/04,110.89,111.9,110.7,111.68,43535100
10/19/04,112.02,112.23,110.59,110.74,55851900
10/20/04,110.38,110.82,109.75,110.52,57118500
10/21/04,110.79,111.32,110.21,111.24,53218300
10/22/04,111.19,111.25,109.86,109.99,48752400
10/25/04,109.75,110.12,109.35,109.86,43990900
10/26/04,110.13,111.6,109.88,111.54,54337400
10/27/04,111.38,113.1,111.12,112.88,73896000
10/28/04,112.78,113.56,112.49,113.22,54413300
10/29/04,113.12,113.64,112.9,113.2,48820200
11/1/04,113.56,113.84,113.2,113.51,36720900
11/2/04,113.67,114.57,113.22,113.55,56210000
11/3/04,115.03,115.36,114.24,114.98,76960200
11/4/04,114.78,116.67,114.68,116.55,55350300
11/5/04,117.05,117.64,116.49,117.28,63287200
11/8/04,116.98,117.23,116.72,117.11,33863800
11/9/04,117.08,117.5,116.76,116.88,44658100
11/10/04,117.06,117.55,116.76,116.97,45265400
11/11/04,117.18,118.12,117.1,117.86,37863200
11/12/04,117.97,119,117.68,118.79,55583700
11/15/04,118.5,118.77,118.23,118.73,35297900
11/16/04,118.36,118.41,117.73,117.88,40028700
11/17/04,118.37,119.14,118.07,118.58,54494000
11/18/04,118.53,118.8,118.23,118.74,31854300
11/19/04,118.7,118.72,117.14,117.42,54276500
11/22/04,117.17,118.12,117.03,117.98,37560200
11/23/04,117.93,118.26,117.37,118.16,41968800
11/24/04,118.27,118.59,118.05,118.44,29724800
11/26/04,118.51,118.98,118.3,118.35,15487700
11/29/04,118.79,119.01,117.48,117.81,61460800
11/30/04,118,118.24,117.64,117.89,53685200
12/1/04,118.16,119.5,118.1,119.23,49898300
12/2/04,119.1,119.87,119.01,119.33,60163500
12/3/04,119.31,120.14,119.09,119.25,49067900
12/6/04,119.21,119.64,118.84,119.21,33030500
12/7/04,119.49,119.62,118.04,118.1,52047200
12/8/04,118.21,118.82,118.01,118.79,43895100
12/9/04,118.14,119.46,117.73,119.21,60922800
12/10/04,118.92,119.56,118.85,119.33,47828600
12/13/04,119.76,120.4,119.35,120.37,38541000
12/14/04,120.18,120.96,120.18,120.79,41500700
12/15/04,120.7,121.11,120.31,120.88,46699200
12/16/04,120.72,121.24,120.04,120.81,51641800
12/17/04,119.46,119.97,119.16,119.44,70761900
12/20/04,119.75,120.29,119.17,119.47,47187400
12/21/04,119.6,120.48,119.46,120.39,33094200
12/22/04,120.38,121.08,120.3,120.68,31500700
12/23/04,120.87,121.28,120.66,120.77,25646100
12/27/04,121.2,121.36,120.39,120.52,29944100
12/28/04,120.64,121.33,120.6,121.18,23422900
12/29/04,121.08,121.4,120.95,121.36,22650600
12/30/04,121.4,121.57,121.04,121.13,21076900
12/31/04,121.3,121.66,120.8,120.87,28648800
1/3/05,121.56,121.76,119.9,120.3,55748000
1/4/05,120.46,120.54,118.44,118.83,69167600
1/5/05,118.74,119.25,118,118.01,65667300
1/6/05,118.44,119.15,118.26,118.61,47814700
1/7/05,118.97,119.23,118.13,118.44,55847700
1/10/05,118.34,119.46,118.34,119,56563300
1/11/05,118.64,118.74,117.99,118.18,63099700
1/12/05,118.4,118.84,117.52,118.57,72720500
1/13/05,118.64,118.73,117.5,117.62,55537500
1/14/05,117.97,118.53,117.76,118.24,42032500
1/18/05,118.05,119.62,117.95,119.47,57391700
1/19/05,119.43,119.52,118.21,118.22,54378900
1/20/05,117.89,118.2,117.29,117.5,72049300
1/21/05,117.79,118,116.65,116.78,63160400
1/24/05,117.09,117.34,116.37,116.55,58441900
1/25/05,116.91,117.47,116.72,116.88,68245000
1/26/05,117.32,117.6,117.04,117.23,57195100
1/27/05,117.19,117.75,116.98,117.43,55878800
1/28/05,117.49,117.55,116.61,117.43,60738900
1/31/05,117.95,118.25,117.71,118.16,52532700
2/1/05,118.25,119.08,118.1,118.91,49841200
2/2/05,119.06,119.59,118.9,119.27,52468900
2/3/05,119.06,119.16,118.57,118.96,48837100
2/4/05,119,120.43,118.98,120.23,50024600
2/7/05,120.25,120.52,119.96,120.07,45412000
2/8/05,120.17,120.65,120.07,120.21,39263500
2/9/05,120.42,120.49,119.25,119.31,55279400
2/10/05,119.66,120.02,119.26,119.74,45858600
2/11/05,119.7,121.04,119.46,120.77,53133000
2/14/05,120.69,120.86,120.48,120.68,32432100
2/15/05,120.8,121.43,120.68,121.13,43852700
2/16/05,120.93,121.46,120.67,121.21,55523000
2/17/05,121.23,121.33,120.22,120.23,58124000
2/18/05,120.24,120.48,119.9,120.39,47723300
2/22/05,119.9,120.47,118.58,118.6,80697600
2/23/05,118.93,119.57,118.62,119.45,68292600
2/24/05,119.24,120.32,118.98,120.24,68563600
2/25/05,120.27,121.67,120.18,121.43,60899900
2/28/05,121.15,121.3,120.04,120.63,69381300
3/1/05,120.82,121.52,120.78,121.23,47294400
3/2/05,120.76,121.93,120.65,121.17,64226500
3/3/05,121.66,121.9,120.7,121.22,61230800
3/4/05,122.05,122.83,121.79,122.73,56168500
3/7/05,122.66,123.25,122.4,122.79,43442400
3/8/05,122.67,123,122.11,122.33,44362000
3/9/05,121.97,122.29,120.96,120.97,73263600
3/10/05,121.2,121.5,120.4,121.24,65149000
3/11/05,121.31,121.72,120.16,120.39,57976500
3/14/05,120.61,121.16,120.28,121.14,36336400
3/15/05,121.42,121.46,120.08,120.14,62438500
3/16/05,119.7,120.16,118.9,119.12,74874200
3/17/05,119.31,119.74,118.98,119.36,62584200
3/18/05,119.11,119.53,118.15,118.54,60232000
3/21/05,118.71,118.78,117.76,118.1,61244300
3/22/05,118.37,118.93,116.9,116.9,92472400
3/23/05,116.95,117.72,116.75,117,70817300
3/24/05,117.46,117.99,117.06,117.14,51932500
3/28/05,117.42,117.94,117.31,117.31,46765500
3/29/05,117.14,117.9,116.25,116.53,71160300
3/30/05,116.78,118.2,116.77,118.18,62002100
3/31/05,118.19,118.46,117.87,117.96,64575400
4/1/05,118.63,118.99,116.91,117.43,95255300
4/4/05,117.36,117.86,116.74,117.63,71581200
4/5/05,117.78,118.38,117.67,118.19,46853900
4/6/05,118.45,118.95,118.18,118.6,53268200
4/7/05,118.41,119.26,118.32,119.24,46734600
4/8/05,119.17,119.21,118,118,63772900
4/11/05,118.29,118.42,117.83,118.09,44945000
4/12/05,117.89,119.06,117.07,118.7,86144800
4/13/05,118.56,118.8,117.13,117.3,65949000
4/14/05,117.4,117.5,115.77,115.77,96119800
4/15/05,115.74,116.2,114.1,114.15,128677300
4/18/05,114.12,114.96,113.96,114.5,100035200
4/19/05,115.1,115.53,114.83,115.41,64930100
4/20/05,115.38,115.63,113.55,113.8,107735900
4/21/05,114.79,116.21,114.38,116.01,86952200
4/22/05,115.74,116.5,114.27,115.57,88845800
4/25/05,115.86,116.5,115.72,116.33,52284100
4/26/05,115.96,116.77,115.15,115.2,72626000
4/27/05,114.86,116.07,114.44,115.65,84131900
4/28/05,115.27,115.68,114.2,114.2,72481500
4/29/05,115.07,115.87,113.97,115.75,103993800
5/2/05,116.07,116.41,115.52,116.4,56026400
5/3/05,116.07,116.85,115.69,116.6,86000300
5/4/05,116.65,117.75,116.28,117.5,81055700
5/5/05,117.67,118,116.74,117.46,96906700
5/6/05,117.93,117.99,117.06,117.09,67415400
5/9/05,117.21,118.08,117.05,117.82,43750500
5/10/05,117.36,117.5,116.39,116.6,74613500
5/11/05,116.93,117.4,115.85,117.24,91647400
5/12/05,117.32,117.59,115.95,115.95,95086800
5/13/05,116.3,116.62,114.8,115.72,85267000
5/16/05,115.7,116.84,115.66,116.8,49207000
5/17/05,116.41,117.7,116.16,117.58,61071800
5/18/05,118.09,119.08,118.01,118.79,77944900
5/19/05,119.02,119.41,118.7,119.29,61768100
5/20/05,119.34,119.39,118.74,119.12,46345500
5/23/05,119.21,120.04,119.19,119.78,51047900
5/24/05,119.44,119.83,119.2,119.5,50654100
5/25/05,119.35,119.87,118.83,119.41,47608800
5/26/05,119.79,120.21,119.62,120.05,43256200
5/27/05,120.06,120.25,119.8,120.25,24596100
5/31/05,120.08,120.17,119.4,119.48,43377200
6/1/05,119.52,120.92,119.45,120.5,69611000
6/2/05,120.23,120.84,120.1,120.76,39704500
6/3/05,120.55,120.89,119.73,120.15,60999400
6/6/05,119.95,120.2,119.55,120.04,36046400
6/7/05,120.39,121.25,120.01,120.13,66501300
6/8/05,120.43,120.59,119.67,119.91,46881200
6/9/05,119.74,120.58,119.44,120.48,56653300
6/10/05,120.56,120.65,119.6,120.2,36465300
6/13/05,119.94,121.08,119.81,120.58,49383200
6/14/05,120.45,121.2,120.38,120.86,33857100
6/15/05,121.16,121.24,120.23,121.09,53195600
6/16/05,121.06,121.64,120.92,121.4,46564500
6/17/05,121.54,121.9,121.22,121.36,51529400
6/20/05,121.08,121.84,120.94,121.4,41019400
6/21/05,121.5,121.65,121.03,121.47,39879800
6/22/05,121.68,121.94,121.07,121.57,46310100
6/23/05,121.32,121.6,119.83,119.86,62185600
6/24/05,119.88,120.01,118.84,118.98,58572500
6/27/05,118.97,119.41,118.75,119.15,48183800
6/28/05,119.4,120.24,119.37,120.15,41174200
6/29/05,120.37,120.4,119.76,119.83,42316500
6/30/05,120.22,120.32,118.95,119.18,62288800
7/1/05,119.45,119.8,119.21,119.53,49737500
7/5/05,119.25,120.65,119.19,120.49,51549000
7/6/05,120.39,120.65,119.41,119.48,52363600
7/7/05,118.29,119.95,118.26,119.95,103268800
7/8/05,119.97,121.32,119.72,121.32,64491200
7/11/05,121.33,122.1,121.31,121.94,49688300
7/12/05,121.99,122.63,121.64,122.26,51871100
7/13/05,122.27,122.52,121.99,122.43,41182300
7/14/05,122.98,123.44,122.49,122.91,63638800
7/15/05,122.79,123.04,122.36,122.84,56075900
7/18/05,122.5,122.63,122.05,122.35,56598400
7/19/05,122.71,123.11,122.41,123.02,59165700
7/20/05,122.59,123.73,122.3,123.44,69477000
7/21/05,123.55,123.61,122.47,122.72,101110900
7/22/05,122.88,123.56,122.63,123.54,52607100
7/25/05,123.41,123.95,122.85,123.19,57301600
7/26/05,123.23,123.53,122.95,123.34,42758800
7/27/05,123.5,123.89,123.05,123.79,43181600
7/28/05,123.96,124.64,123.64,124.57,47880700
7/29/05,124.41,124.63,123.5,123.74,62358100
8/1/05,123.83,124.04,123.45,123.65,40418200
8/2/05,123.87,124.6,123.74,124.39,45147400
8/3/05,124.25,124.74,124.12,124.72,36837200
8/4/05,124.23,124.31,123.57,123.72,50855600
8/5/05,123.45,123.98,122.67,122.88,53595500
8/8/05,123.15,123.41,122.38,122.65,47616000
8/9/05,123.06,123.59,122.87,123.39,47170000
8/10/05,123.82,124.5,122.82,123.33,72863700
8/11/05,123.27,124.03,123.01,123.82,58570200
8/12/05,123.57,123.69,122.75,123.06,54776900
8/15/05,123.22,123.87,122.83,123.82,36208500
8/16/05,123.44,123.52,122.09,122.21,71942100
8/17/05,122.19,122.87,122.03,122.2,62275100
8/18/05,122.05,122.56,121.84,122.19,53388600
8/19/05,122.63,122.82,122.2,122.47,39842100
8/22/05,122.58,123.23,121.88,122.47,69912000
8/23/05,122.5,122.61,121.15,122.24,55168600
8/24/05,121.94,122.73,121.09,121.15,79104600
8/25/05,121.35,121.67,121.21,121.59,35631100
8/26/05,121.48,121.49,120.68,120.76,61956800
8/29/05,120.41,121.78,120.38,121.69,56179200
8/30/05,121.25,121.3,120.39,121.05,74160200
8/31/05,121.19,122.66,120.74,122.58,102945200
9/1/05,122.52,123.15,121.14,122.49,74578700
9/2/05,122.85,122.88,122.04,122.27,47653400
9/6/05,122.66,123.8,122.65,123.7,57251300
9/7/05,123.63,124.13,123.46,123.91,41749700
9/8/05,123.66,124,123.31,123.5,39068700
9/9/05,123.83,124.74,123.8,124.6,43093900
9/12/05,124.45,124.67,124.27,124.35,33017600
9/13/05,124.13,124.42,123.52,123.66,58427500
9/14/05,123.74,123.92,123.02,123.21,57694600
9/15/05,123.59,123.65,122.9,123.15,73156900
9/16/05,123.3,123.74,122.87,123.5,75424100
9/19/05,123.47,123.55,122.64,123.09,53355300
9/20/05,123.2,123.61,121.87,122.05,84480300
9/21/05,121.79,121.87,120.78,120.91,94469100
9/22/05,120.95,121.66,120.44,121.34,84597200
9/23/05,121.24,121.89,120.9,121.44,59368100
9/26/05,122.02,122.24,121.08,121.58,70415400
9/27/05,121.52,121.99,121.02,121.55,66150800
9/28/05,121.93,122.12,121.2,121.67,58620500
9/29/05,121.55,122.86,121.08,122.66,66607700
9/30/05,122.62,123.04,121.74,123.04,47824200
10/3/05,122.96,123.34,122.45,122.6,50994800
10/4/05,122.79,123.03,121.16,121.22,60776300
10/5/05,121.25,121.31,119.57,119.63,106052100
10/6/05,119.78,120.26,118.17,119.2,140941800
10/7/05,119.7,120.05,119.13,119.61,75661400
10/10/05,119.68,119.71,118.3,118.6,52677000
10/11/05,118.99,119.39,118.32,118.43,75629800
10/12/05,118.39,119.13,117.41,117.5,100510400
10/13/05,117.46,118.08,116.88,117.43,99052900
10/14/05,118.12,118.81,117.56,118.67,88651000
10/17/05,118.8,119.27,118.45,119.11,68109300
10/18/05,118.94,118.96,117.8,117.82,74996900
10/19/05,117.5,119.8,117.12,119.78,116563800
10/20/05,119.49,119.81,117.3,117.67,131966700
10/21/05,118.29,118.78,117.51,118.13,96579500
10/24/05,118.44,120.09,118.41,119.96,71308400
10/25/05,119.72,120.24,118.94,119.72,76594500
10/26/05,119.51,120.54,119.19,119.37,80855800
10/27/05,119.2,119.37,117.93,118.1,66623100
10/28/05,118.43,119.95,118.1,119.8,72322000
10/31/05,120.29,121.3,120.13,120.13,77698900
11/1/05,120.58,120.9,120.22,120.49,66365100
11/2/05,120.17,121.75,120.13,121.75,74012300
11/3/05,122.15,122.66,121.75,122.27,84897600
11/4/05,122.4,122.46,121.55,122.11,59156000
11/7/05,122.37,122.62,121.85,122.23,46765400
11/8/05,121.93,122.42,121.79,122.23,42152800
11/9/05,122.08,122.95,121.86,122.39,57666800
11/10/05,122.34,123.52,121.75,123.34,79048100
11/11/05,123.35,123.84,122.43,123.76,34867000
11/14/05,123.79,124.02,123.38,123.69,45092200
11/15/05,123.55,124.09,122.86,123.24,69592500
11/16/05,123.37,123.55,122.98,123.49,51133000
11/17/05,123.68,124.65,123.14,124.64,55717500
11/18/05,125.06,125.28,124.33,125.13,72437200
11/21/05,125.15,125.91,124.98,125.76,50021200
11/22/05,125.56,126.52,125.42,126.3,66438800
11/23/05,126.25,127.41,126.21,127.03,50854700
11/25/05,126.98,127.22,126.81,127.13,15270000
11/28/05,127.25,127.27,126.04,126.23,54498500
11/29/05,126.65,126.98,126.09,126.09,51738900
11/30/05,126.16,126.52,125.29,125.41,56007200
12/1/05,126.02,127.03,125.98,126.69,65468200
12/2/05,126.77,127.08,126.5,126.85,46699400
12/5/05,126.7,126.73,126.18,126.58,59273400
12/6/05,127.05,127.74,126.63,126.82,57935200
12/7/05,126.77,126.87,125.68,126.08,66816500
12/8/05,126.22,126.82,125.48,126,62608600
12/9/05,126.16,126.78,125.82,126.33,50744500
12/12/05,126.71,126.86,125.96,126.45,48389900
12/13/05,126.42,127.7,126.29,127.31,88630900
12/14/05,127.19,128.09,127.14,127.81,64375000
12/15/05,127.84,128,127.18,127.44,55900300
12/16/05,127.28,127.36,126.36,126.36,46238300
12/19/05,126.73,126.87,125.69,125.71,48733000
12/20/05,125.86,126.59,125.48,125.83,46603200
12/21/05,126.22,126.76,125.8,126.03,51806900
12/22/05,126.31,126.69,126.08,126.69,32247900
12/23/05,126.78,126.86,126.42,126.76,27977300
12/27/05,126.96,127.05,125.38,125.47,44499500
12/28/05,125.74,125.99,125.5,125.75,30764300
12/29/05,125.72,125.96,125.06,125.19,32788900
12/30/05,124.8,125.06,124.36,124.51,44645600
1/3/06,125.19,127,124.39,126.7,73256700
1/4/06,126.86,127.49,126.7,127.3,51899600
1/5/06,127.15,127.59,126.88,127.38,47307500
1/6/06,128.02,128.58,127.36,128.44,62885900
1/9/06,128.42,129.06,128.38,128.77,43527400
1/10/06,128.39,128.98,128.26,128.9,44960800
1/11/06,129.02,129.44,128.73,129.31,49598900
1/12/06,129.08,129.28,128.44,128.8,40509200
1/13/06,128.57,128.9,128.2,128.68,44856700
1/17/06,128.2,128.42,127.81,128.33,52066600
1/18/06,127.58,128.9,127.16,127.82,75067600
1/19/06,128.13,128.77,127.81,128.31,81530400
1/20/06,128.28,128.31,125.97,125.97,114957800
1/23/06,126.21,126.82,126.13,126.42,67017400
1/24/06,126.63,127.15,126.42,126.55,53008800
1/25/06,127.04,127.18,125.84,126.66,87747700
1/26/06,127.25,127.67,126.76,127.36,71294000
1/27/06,127.66,128.66,127.45,128.54,65771200
1/30/06,128.44,128.81,128.35,128.44,33709600
1/31/06,128.32,128.54,127.49,127.5,72937000
2/1/06,127.82,128.43,127.72,128.39,63561000
2/2/06,128.1,128.14,126.8,126.9,83626900
2/3/06,126.58,128.39,126.14,126.27,86040400
2/6/06,126.44,126.8,126.17,126.6,45511900
2/7/06,126.38,126.66,125.4,125.48,71208100
2/8/06,125.85,128.1,125.6,126.62,59422200
2/9/06,126.92,127.6,126.37,126.41,62023300
2/10/06,126.43,127.13,125.45,126.64,64508700
2/13/06,126.6,126.79,125.95,126.41,52308700
2/14/06,126.46,128.03,126.21,127.75,90964400
2/15/06,127.68,128.32,127.24,128.2,85471300
2/16/06,128.34,129.21,128.18,129.16,61017900
2/17/06,129.05,129.16,128.58,128.81,40342600
2/21/06,129.11,129.4,128.29,128.49,46456300
2/22/06,128.77,129.65,128.65,129.27,42326700
2/23/06,129.27,129.64,128.28,129.08,43423200
2/24/06,129.11,129.48,128.76,129.41,36777400
2/27/06,129.4,130.04,129.28,129.46,35858600
2/28/06,129.2,129.91,128.13,128.23,74394800
3/1/06,128.6,129.49,128.5,129.37,48641600
3/2/06,128.9,129.42,128.61,129.36,60642300
3/3/06,128.67,130.07,128.65,128.76,73402500
3/6/06,129.14,129.18,127.85,128.17,57478400
3/7/06,127.86,128.06,127.4,127.97,61780800
3/8/06,127.7,128.44,127.18,128.24,66692400
3/9/06,128.28,128.68,127.38,127.38,56313600
3/10/06,127.71,128.84,127.44,128.59,60490800
3/13/06,128.84,129.16,128.53,128.83,45479100
3/14/06,128.71,130.23,128.61,130.18,69877300
3/15/06,130.15,130.86,129.85,130.76,53398900
3/16/06,131.01,131.47,130.84,131.03,65526400
3/17/06,130.68,130.9,130.38,130.62,47286800
3/20/06,130.64,130.9,130.21,130.41,45538500
3/21/06,130.37,130.99,129.45,129.59,87102700
3/22/06,129.51,130.51,129.45,130.38,51605700
3/23/06,130.26,130.39,129.66,130.11,46704200
3/24/06,129.99,130.57,129.74,130.21,43209200
3/27/06,130.03,130.28,129.74,130.02,32523000
3/28/06,129.93,130.53,129.05,129.22,82079900
3/29/06,129.41,130.5,129.29,130.03,61505700
3/30/06,130.11,130.98,129.55,129.8,70571700
3/31/06,130.02,130.24,129.37,129.83,62925600
4/3/06,130.07,130.87,129.49,129.73,61624700
4/4/06,129.73,130.73,129.36,130.56,54809300
4/5/06,130.61,131.28,130.38,131.01,50607200
4/6/06,130.85,131.21,130.19,130.87,57906200
4/7/06,131.06,131.4,129.35,129.54,80180900
4/10/06,129.74,130.08,129.26,129.74,41496500
4/11/06,129.85,130.06,128.25,128.64,72799400
4/12/06,128.77,129.13,128.61,128.88,43033700
4/13/06,128.59,129.25,128.31,128.71,51051800
4/17/06,128.83,129.31,128.02,128.66,64167700
4/18/06,128.93,130.94,128.93,130.7,92531800
4/19/06,130.75,131.07,130.24,130.95,87269000
4/20/06,131,131.86,130.6,131.13,86005500
4/21/06,131.69,131.79,130.62,131.15,72342600
4/24/06,130.89,131.07,130.38,130.91,52546400
4/25/06,131.04,131.12,129.92,130.37,84359800
4/26/06,130.5,131.14,130.3,130.4,67262400
4/27/06,129.9,131.63,129.59,131.03,124478600
4/28/06,130.79,131.75,130.71,131.47,55854400
5/1/06,131.47,131.8,130.32,130.4,64990300
5/2/06,131.01,131.46,130.74,131.38,49063500
5/3/06,131.15,131.32,130.45,130.89,60821300
5/4/06,131.08,131.62,130.97,131.36,42921400
5/5/06,132.05,132.8,131.85,132.52,62588200
5/8/06,132.51,132.77,132.36,132.36,30016700
5/9/06,132.42,132.77,132.31,132.62,29864000
5/10/06,132.41,132.75,131.89,132.55,64378200
5/11/06,132.51,132.55,130.52,130.95,80626900
5/12/06,130.36,130.72,129.19,129.24,91726500
5/15/06,128.79,129.74,128.61,129.5,84029300
5/16/06,129.76,130,129.01,129.31,62137600
5/17/06,128.67,129.1,126.77,126.85,144789500
5/18/06,127.35,127.75,126.11,126.21,87906300
5/19/06,126.87,127.49,125.8,127.1,124309400
5/22/06,126.28,127.17,125.5,126.13,110852800
5/23/06,127.18,127.63,125.17,125.17,92006500
5/24/06,125.68,126.89,124.76,126.17,168405000
5/25/06,126.92,127.73,126.43,127.73,78977900
5/26/06,128.01,128.38,127.51,128.38,62989700
5/30/06,127.97,128,126.05,126.1,72419900
5/31/06,126.62,127.51,126.2,127.51,86926200
6/1/06,127.38,128.94,127.27,128.73,73721700
6/2/06,129.25,129.43,128.32,129,91702600
6/5/06,128.85,128.86,126.77,127.12,86105100
6/6/06,127.21,127.38,125.76,126.81,130498600
6/7/06,126.91,127.65,125.79,125.86,108599400
6/8/06,125.58,126.5,123.87,125.75,204957200
6/9/06,126.36,126.96,125.29,125.35,94972200
6/12/06,125.88,125.93,123.82,123.99,95815900
6/13/06,123.74,124.84,122.55,122.55,185688800
6/14/06,122.84,123.63,122.34,123.5,163566400
6/15/06,123.95,126.36,123.86,126.12,134057000
6/16/06,125.29,125.56,124.46,124.65,94253500
6/19/06,125.4,125.48,123.55,123.67,95804400
6/20/06,124.01,124.81,123.72,124.09,65494700
6/21/06,124,125.7,123.96,125.01,75008200
6/22/06,124.95,125.06,124.04,124.46,74566100
6/23/06,124.33,125.3,124.03,124.44,54107000
6/26/06,124.54,125.06,124.25,124.99,37899600
6/27/06,125.01,125.29,123.77,123.91,69780200
6/28/06,124.19,124.77,123.65,124.75,62368100
6/29/06,125.2,127.35,125.17,127.27,110634800
6/30/06,127.54,127.66,126.96,127.28,54227800
7/3/06,127.43,128.01,127.31,127.8,23914000
7/5/06,127.29,127.45,126.52,127.07,69653400
7/6/06,127.2,127.85,127.08,127.44,50100300
7/7/06,127.19,127.56,126.29,126.61,81626500
7/10/06,126.94,127.43,126.41,126.85,60964100
7/11/06,126.61,127.41,125.94,127.41,73640800
7/12/06,127.15,127.4,125.72,126.05,82561300
7/13/06,125.45,125.68,124,124,102405700
7/14/06,124.13,124.26,122.83,123.52,103242500
7/17/06,123.52,124.1,123.15,123.34,81159000
7/18/06,123.71,124.05,122.39,123.97,122771000
7/19/06,124.18,126.26,123.72,125.69,133565300
7/20/06,126.12,126.3,124.66,124.83,112259800
7/21/06,125.15,125.19,123.82,123.95,101560000
7/24/06,124.44,126.32,124.44,126.21,92884000
7/25/06,125.98,127.3,125.72,126.66,95480700
7/26/06,126.59,127.45,126.18,126.83,84525800
7/27/06,127.38,127.69,126.2,126.71,87257100
